userId,movieId,tag,timestamp,tag_clean,tag_datetime,tag_year,title,genres,movie_year
62,2023,mafia,1525636733,mafia,2018-05-06 19:58:53+00:00,2018,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,1990.0
62,2124,black comedy,1525636847,black comedy,2018-05-06 20:00:47+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2124,Christina Ricci,1525636867,christina ricci,2018-05-06 20:01:07+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2124,Christopher Lloyd,1525636859,christopher lloyd,2018-05-06 20:00:59+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2124,Family,1525636855,family,2018-05-06 20:00:55+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2124,gothic,1525636849,gothic,2018-05-06 20:00:49+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2124,quirky,1525636846,quirky,2018-05-06 20:00:46+00:00,2018,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0
62,2953,family,1525636883,family,2018-05-06 20:01:23+00:00,2018,Home Alone 2: Lost in New York (1992),Children|Comedy,1992.0
62,2953,funny,1525636885,funny,2018-05-06 20:01:25+00:00,2018,Home Alone 2: Lost in New York (1992),Children|Comedy,1992.0
62,2953,Macaulay Culkin,1525636890,macaulay culkin,2018-05-06 20:01:30+00:00,2018,Home Alone 2: Lost in New York (1992),Children|Comedy,1992.0
62,2953,sequel,1525636887,sequel,2018-05-06 20:01:27+00:00,2018,Home Alone 2: Lost in New York (1992),Children|Comedy,1992.0
62,3114,animation,1525636903,animation,2018-05-06 20:01:43+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,Disney,1525636902,disney,2018-05-06 20:01:42+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,funny,1525636913,funny,2018-05-06 20:01:53+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,original,1525636917,original,2018-05-06 20:01:57+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,Pixar,1525636901,pixar,2018-05-06 20:01:41+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,sequel,1525636910,sequel,2018-05-06 20:01:50+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3114,Tom Hanks,1525636925,tom hanks,2018-05-06 20:02:05+00:00,2018,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0
62,3578,ancient Rome,1528152504,ancient rome,2018-06-04 22:48:24+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,Epic,1528152469,epic,2018-06-04 22:47:49+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,history,1528152467,history,2018-06-04 22:47:47+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,imdb top 250,1528152498,imdb top 250,2018-06-04 22:48:18+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,revenge,1528152496,revenge,2018-06-04 22:48:16+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,Rome,1528152463,rome,2018-06-04 22:47:43+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,3578,Russell Crowe,1528152465,russell crowe,2018-06-04 22:47:45+00:00,2018,Gladiator (2000),Action|Adventure|Drama,2000.0
62,4223,Ed Harris,1528024869,ed harris,2018-06-03 11:21:09+00:00,2018,Enemy at the Gates (2001),Drama|War,2001.0
62,4223,Jude Law,1528024854,jude law,2018-06-03 11:20:54+00:00,2018,Enemy at the Gates (2001),Drama|War,2001.0
62,4223,Rachel Weisz,1528024873,rachel weisz,2018-06-03 11:21:13+00:00,2018,Enemy at the Gates (2001),Drama|War,2001.0
62,4223,sniper,1528024852,sniper,2018-06-03 11:20:52+00:00,2018,Enemy at the Gates (2001),Drama|War,2001.0
62,4223,World War II,1528024877,world war ii,2018-06-03 11:21:17+00:00,2018,Enemy at the Gates (2001),Drama|War,2001.0
62,5388,Al Pacino,1530310809,al pacino,2018-06-29 22:20:09+00:00,2018,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002.0
62,5388,atmospheric,1530310959,atmospheric,2018-06-29 22:22:39+00:00,2018,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002.0
62,5388,Hilary Swank,1530310952,hilary swank,2018-06-29 22:22:32+00:00,2018,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002.0
62,5388,Robin Williams,1530310811,robin williams,2018-06-29 22:20:11+00:00,2018,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002.0
62,6058,sequel,1525555053,sequel,2018-05-05 21:17:33+00:00,2018,Final Destination 2 (2003),Horror|Thriller,2003.0
62,6058,violent,1525555051,violent,2018-05-05 21:17:31+00:00,2018,Final Destination 2 (2003),Horror|Thriller,2003.0
62,6534,dogs,1525554096,dogs,2018-05-05 21:01:36+00:00,2018,Hulk (2003),Action|Adventure|Sci-Fi,2003.0
62,6534,Eric Bana,1525554086,eric bana,2018-05-05 21:01:26+00:00,2018,Hulk (2003),Action|Adventure|Sci-Fi,2003.0
62,6534,mad scientist,1525554098,mad scientist,2018-05-05 21:01:38+00:00,2018,Hulk (2003),Action|Adventure|Sci-Fi,2003.0
62,6534,marvel,1525554100,marvel,2018-05-05 21:01:40+00:00,2018,Hulk (2003),Action|Adventure|Sci-Fi,2003.0
62,6541,captain nemo,1525554054,captain nemo,2018-05-05 21:00:54+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6541,comic book,1525554028,comic book,2018-05-05 21:00:28+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6541,gothic,1525554056,gothic,2018-05-05 21:00:56+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6541,Peta Wilson,1525554040,peta wilson,2018-05-05 21:00:40+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6541,Sean Connery,1525554026,sean connery,2018-05-05 21:00:26+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6541,superhero,1525554051,superhero,2018-05-05 21:00:51+00:00,2018,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003.0
62,6564,adventure,1525554439,adventure,2018-05-05 21:07:19+00:00,2018,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003.0
62,6564,Angelina Jolie,1525554432,angelina jolie,2018-05-05 21:07:12+00:00,2018,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003.0
62,6564,heroine in tight suit,1525554441,heroine in tight suit,2018-05-05 21:07:21+00:00,2018,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003.0
62,7153,Adventure,1528152558,adventure,2018-06-04 22:49:18+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,ensemble cast,1528152578,ensemble cast,2018-06-04 22:49:38+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,fantasy,1528152556,fantasy,2018-06-04 22:49:16+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,fantasy world,1528152571,fantasy world,2018-06-04 22:49:31+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,great soundtrack,1528152575,great soundtrack,2018-06-04 22:49:35+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,lord of the rings,1528152581,lord of the rings,2018-06-04 22:49:41+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,scenic,1528152580,scenic,2018-06-04 22:49:40+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,stylized,1528152577,stylized,2018-06-04 22:49:37+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,7153,Tolkien,1528152561,tolkien,2018-06-04 22:49:21+00:00,2018,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0
62,8641,hilarious,1526249138,hilarious,2018-05-13 22:05:38+00:00,2018,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004.0
62,8641,Steve Carell,1526249156,steve carell,2018-05-13 22:05:56+00:00,2018,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004.0
62,8641,Will Ferrell,1526249135,will ferrell,2018-05-13 22:05:35+00:00,2018,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004.0
62,27660,animation,1525554490,animation,2018-05-05 21:08:10+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27660,anime,1525554488,anime,2018-05-05 21:08:08+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27660,cyberpunk,1525554486,cyberpunk,2018-05-05 21:08:06+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27660,dark,1525554500,dark,2018-05-05 21:08:20+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27660,Matrix,1525554493,matrix,2018-05-05 21:08:13+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27660,sci-fi,1525554491,sci-fi,2018-05-05 21:08:11+00:00,2018,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003.0
62,27706,dark comedy,1526248598,dark comedy,2018-05-13 21:56:38+00:00,2018,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0
62,27706,Jim Carrey,1526248575,jim carrey,2018-05-13 21:56:15+00:00,2018,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0
62,27706,meryl streep,1526248580,meryl streep,2018-05-13 21:56:20+00:00,2018,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0
62,27706,quirky,1526248553,quirky,2018-05-13 21:55:53+00:00,2018,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0
62,27706,stylized,1526248601,stylized,2018-05-13 21:56:41+00:00,2018,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004.0
62,27808,Adam Sandler,1525554900,adam sandler,2018-05-05 21:15:00+00:00,2018,Spanglish (2004),Comedy|Drama|Romance,2004.0
62,27808,family,1525554919,family,2018-05-05 21:15:19+00:00,2018,Spanglish (2004),Comedy|Drama|Romance,2004.0
62,27808,sweet,1525554922,sweet,2018-05-05 21:15:22+00:00,2018,Spanglish (2004),Comedy|Drama|Romance,2004.0
62,27831,British gangster,1532723304,british gangster,2018-07-27 20:28:24+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,confusing,1532723364,confusing,2018-07-27 20:29:24+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,daniel craig,1532723305,daniel craig,2018-07-27 20:28:25+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,Exquisite plotting.,1532723355,exquisite plotting.,2018-07-27 20:29:15+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,organized crime,1532723369,organized crime,2018-07-27 20:29:29+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,stylish,1532723356,stylish,2018-07-27 20:29:16+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,27831,Tom Hardy,1532723359,tom hardy,2018-07-27 20:29:19+00:00,2018,Layer Cake (2004),Crime|Drama|Thriller,2004.0
62,31658,anime,1525869041,anime,2018-05-09 12:30:41+00:00,2018,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,2004.0
62,31658,fantasy world,1525869051,fantasy world,2018-05-09 12:30:51+00:00,2018,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,2004.0
62,31658,Hayao Miyazaki,1525869046,hayao miyazaki,2018-05-09 12:30:46+00:00,2018,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,2004.0
62,31658,Studio Ghibli,1525869044,studio ghibli,2018-05-09 12:30:44+00:00,2018,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,2004.0
62,33162,David Thewlis,1525554605,david thewlis,2018-05-05 21:10:05+00:00,2018,Kingdom of Heaven (2005),Action|Drama|Romance|War,2005.0
62,33162,Eva Green,1525554550,eva green,2018-05-05 21:09:10+00:00,2018,Kingdom of Heaven (2005),Action|Drama|Romance|War,2005.0
62,33162,Liam Neeson,1525554577,liam neeson,2018-05-05 21:09:37+00:00,2018,Kingdom of Heaven (2005),Action|Drama|Romance|War,2005.0
62,33162,Orlando Bloom,1525554511,orlando bloom,2018-05-05 21:08:31+00:00,2018,Kingdom of Heaven (2005),Action|Drama|Romance|War,2005.0
62,34150,Chris Evans,1525554141,chris evans,2018-05-05 21:02:21+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,34150,comic book,1525554003,comic book,2018-05-05 21:00:03+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,34150,heroine in tight suit,1525554138,heroine in tight suit,2018-05-05 21:02:18+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,34150,Jessica Alba,1525554127,jessica alba,2018-05-05 21:02:07+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,34150,sexy female scientist,1525554144,sexy female scientist,2018-05-05 21:02:24+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,34150,superhero,1525553977,superhero,2018-05-05 20:59:37+00:00,2018,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0
62,37729,gothic,1530310527,gothic,2018-06-29 22:15:27+00:00,2018,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
62,37729,helena bonham carter,1530310534,helena bonham carter,2018-06-29 22:15:34+00:00,2018,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
62,37729,Johnny Depp,1530310529,johnny depp,2018-06-29 22:15:29+00:00,2018,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
62,37729,Tim Burton,1530310526,tim burton,2018-06-29 22:15:26+00:00,2018,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
62,37729,visually appealing,1530310541,visually appealing,2018-06-29 22:15:41+00:00,2018,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
62,38061,black comedy,1532723380,black comedy,2018-07-27 20:29:40+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,38061,clever,1532723403,clever,2018-07-27 20:30:03+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,38061,fast-paced dialogue,1532723406,fast-paced dialogue,2018-07-27 20:30:06+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,38061,good dialogue,1532723428,good dialogue,2018-07-27 20:30:28+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,38061,Robert Downey Jr.,1532723408,robert downey jr.,2018-07-27 20:30:08+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,38061,witty,1532723402,witty,2018-07-27 20:30:02+00:00,2018,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
62,45447,adventure,1525637064,adventure,2018-05-06 20:04:24+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,Audrey Tautou,1525637075,audrey tautou,2018-05-06 20:04:35+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,conspiracy theory,1525637062,conspiracy theory,2018-05-06 20:04:22+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,Mystery,1525637081,mystery,2018-05-06 20:04:41+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,Paris,1525637079,paris,2018-05-06 20:04:39+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,Tom Hanks,1525637067,tom hanks,2018-05-06 20:04:27+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,45447,treasure hunt,1525637084,treasure hunt,2018-05-06 20:04:44+00:00,2018,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
62,46723,Brad Pitt,1525554217,brad pitt,2018-05-05 21:03:37+00:00,2018,Babel (2006),Drama|Thriller,2006.0
62,46723,cate blanchett,1525554227,cate blanchett,2018-05-05 21:03:47+00:00,2018,Babel (2006),Drama|Thriller,2006.0
62,46723,multiple storylines,1525554215,multiple storylines,2018-05-05 21:03:35+00:00,2018,Babel (2006),Drama|Thriller,2006.0
62,46723,social commentary,1525554246,social commentary,2018-05-05 21:04:06+00:00,2018,Babel (2006),Drama|Thriller,2006.0
62,46972,Ben Stiller,1525554254,ben stiller,2018-05-05 21:04:14+00:00,2018,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,2006.0
62,46972,Robin Williams,1525554255,robin williams,2018-05-05 21:04:15+00:00,2018,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,2006.0
62,46976,emma thompson,1536874692,emma thompson,2018-09-13 21:38:12+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,46976,Maggie Gyllenhaal,1536874655,maggie gyllenhaal,2018-09-13 21:37:35+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,46976,modern fantasy,1536874658,modern fantasy,2018-09-13 21:37:38+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,46976,romance,1536874651,romance,2018-09-13 21:37:31+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,46976,surreal,1536874662,surreal,2018-09-13 21:37:42+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,46976,Will Ferrell,1536874653,will ferrell,2018-09-13 21:37:33+00:00,2018,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,2006.0
62,49130,Marion Cotillard,1526582371,marion cotillard,2018-05-17 18:39:31+00:00,2018,"Good Year, A (2006)",Comedy|Drama|Romance,2006.0
62,49530,Africa,1536874706,africa,2018-09-13 21:38:26+00:00,2018,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,2006.0
62,49530,corruption,1536874704,corruption,2018-09-13 21:38:24+00:00,2018,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,2006.0
62,49530,Jennifer Connelly,1536874701,jennifer connelly,2018-09-13 21:38:21+00:00,2018,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,2006.0
62,49530,justice,1536874709,justice,2018-09-13 21:38:29+00:00,2018,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,2006.0
