userId,movieId,rating,timestamp,rating_datetime,rating_year,rating_month
606,6140,4.0,1171311404,2007-02-12 20:16:44+00:00,2007,2
590,1214,4.5,1258420654,2009-11-17 01:17:34+00:00,2009,11
68,34542,4.0,1332628662,2012-03-24 22:37:42+00:00,2012,3
91,3508,4.0,1112712867,2005-04-05 14:54:27+00:00,2005,4
425,1089,3.5,1085477821,2004-05-25 09:37:01+00:00,2004,5
483,97304,4.5,1415574346,2014-11-09 23:05:46+00:00,2014,11
385,1356,4.0,848684995,1996-11-22 17:49:55+00:00,1996,11
411,419,2.0,835533294,1996-06-23 12:34:54+00:00,1996,6
606,2100,3.5,1171822424,2007-02-18 18:13:44+00:00,2007,2
599,3952,2.0,1498511217,2017-06-26 21:06:57+00:00,2017,6
599,19,3.0,1498524930,2017-06-27 00:55:30+00:00,2017,6
232,8957,4.5,1146019089,2006-04-26 02:38:09+00:00,2006,4
169,457,4.0,1078284464,2004-03-03 03:27:44+00:00,2004,3
307,7636,0.5,1189608079,2007-09-12 14:41:19+00:00,2007,9
380,51086,3.0,1494696270,2017-05-13 17:24:30+00:00,2017,5
590,4153,1.0,1258419400,2009-11-17 00:56:40+00:00,2009,11
144,3996,4.5,1136812322,2006-01-09 13:12:02+00:00,2006,1
232,8665,4.5,1182906925,2007-06-27 01:15:25+00:00,2007,6
95,1247,4.5,1105400639,2005-01-10 23:43:59+00:00,2005,1
45,1101,4.0,1091306211,2004-07-31 20:36:51+00:00,2004,7
502,3623,0.5,1111757292,2005-03-25 13:28:12+00:00,2005,3
74,5304,4.0,1207500356,2008-04-06 16:45:56+00:00,2008,4
483,112316,2.5,1415574736,2014-11-09 23:12:16+00:00,2014,11
105,51255,3.5,1446749792,2015-11-05 18:56:32+00:00,2015,11
33,475,4.0,939715904,1999-10-12 08:11:44+00:00,1999,10
288,3498,4.0,980534675,2001-01-26 18:44:35+00:00,2001,1
307,44972,0.5,1186257350,2007-08-04 19:55:50+00:00,2007,8
53,1049,5.0,1237748112,2009-03-22 18:55:12+00:00,2009,3
425,1047,3.5,1085490872,2004-05-25 13:14:32+00:00,2004,5
186,1653,4.0,1031079628,2002-09-03 19:00:28+00:00,2002,9
448,7573,2.5,1173560570,2007-03-10 21:02:50+00:00,2007,3
167,8874,4.5,1154721840,2006-08-04 20:04:00+00:00,2006,8
290,2731,5.0,974938211,2000-11-23 00:10:11+00:00,2000,11
179,494,4.0,852114051,1997-01-01 10:20:51+00:00,1997,1
199,37741,3.5,1261363947,2009-12-21 02:52:27+00:00,2009,12
555,1186,3.0,978821138,2001-01-06 22:45:38+00:00,2001,1
600,292,2.5,1237742346,2009-03-22 17:19:06+00:00,2009,3
555,611,2.0,978842115,2001-01-07 04:35:15+00:00,2001,1
288,2401,3.0,985625095,2001-03-26 16:44:55+00:00,2001,3
479,2080,4.0,1039362593,2002-12-08 15:49:53+00:00,2002,12
100,1265,3.5,1100184080,2004-11-11 14:41:20+00:00,2004,11
292,79293,3.5,1421974604,2015-01-23 00:56:44+00:00,2015,1
231,858,4.0,1433089520,2015-05-31 16:25:20+00:00,2015,5
7,8970,2.5,1106636069,2005-01-25 06:54:29+00:00,2005,1
137,6365,3.5,1204859397,2008-03-07 03:09:57+00:00,2008,3
298,115149,3.0,1450452560,2015-12-18 15:29:20+00:00,2015,12
448,3489,3.0,1019125583,2002-04-18 10:26:23+00:00,2002,4
561,122904,2.0,1491095067,2017-04-02 01:04:27+00:00,2017,4
474,1307,5.0,978575845,2001-01-04 02:37:25+00:00,2001,1
597,1627,4.0,941729576,1999-11-04 15:32:56+00:00,1999,11
474,912,5.0,983032184,2001-02-24 16:29:44+00:00,2001,2
199,1500,3.0,943698653,1999-11-27 10:30:53+00:00,1999,11
94,435,1.0,843406914,1996-09-22 15:41:54+00:00,1996,9
174,161,3.0,848486984,1996-11-20 10:49:44+00:00,1996,11
332,79132,4.0,1352671661,2012-11-11 22:07:41+00:00,2012,11
91,1225,3.0,1112711137,2005-04-05 14:25:37+00:00,2005,4
182,1916,4.0,1054780863,2003-06-05 02:41:03+00:00,2003,6
325,1948,4.0,1039397313,2002-12-09 01:28:33+00:00,2002,12
265,1921,4.0,965315113,2000-08-03 15:05:13+00:00,2000,8
82,2000,4.5,1084468140,2004-05-13 17:09:00+00:00,2004,5
438,3624,3.0,1105984669,2005-01-17 17:57:49+00:00,2005,1
477,6375,4.5,1200940571,2008-01-21 18:36:11+00:00,2008,1
488,7147,4.5,1112382307,2005-04-01 19:05:07+00:00,2005,4
414,277,2.0,961518753,2000-06-20 16:32:33+00:00,2000,6
514,44,2.5,1533945558,2018-08-10 23:59:18+00:00,2018,8
414,1701,2.0,1007394168,2001-12-03 15:42:48+00:00,2001,12
14,105,3.0,835441371,1996-06-22 11:02:51+00:00,1996,6
307,34143,1.0,1186258535,2007-08-04 20:15:35+00:00,2007,8
219,2722,2.5,1194680748,2007-11-10 07:45:48+00:00,2007,11
34,5459,2.0,1162048159,2006-10-28 15:09:19+00:00,2006,10
437,175,5.0,859721662,1997-03-30 11:34:22+00:00,1997,3
217,3108,2.0,955944250,2000-04-17 04:04:10+00:00,2000,4
68,114762,3.5,1532897137,2018-07-29 20:45:37+00:00,2018,7
275,3480,2.0,1049078389,2003-03-31 02:39:49+00:00,2003,3
600,195,2.0,1237714178,2009-03-22 09:29:38+00:00,2009,3
91,1297,2.5,1112716840,2005-04-05 16:00:40+00:00,2005,4
331,59369,3.0,1537158039,2018-09-17 04:20:39+00:00,2018,9
321,186,4.0,843212681,1996-09-20 09:44:41+00:00,1996,9
288,7362,3.5,1101316628,2004-11-24 17:17:08+00:00,2004,11
517,33615,2.0,1488398139,2017-03-01 19:55:39+00:00,2017,3
89,58291,4.5,1520409002,2018-03-07 07:50:02+00:00,2018,3
326,48738,4.5,1322251810,2011-11-25 20:10:10+00:00,2011,11
474,2080,4.0,978575802,2001-01-04 02:36:42+00:00,2001,1
63,6934,3.0,1443290270,2015-09-26 17:57:50+00:00,2015,9
562,2000,5.0,1368896421,2013-05-18 17:00:21+00:00,2013,5
19,378,3.0,965707419,2000-08-08 04:03:39+00:00,2000,8
314,44,3.0,834398518,1996-06-10 09:21:58+00:00,1996,6
306,177765,4.0,1518327001,2018-02-11 05:30:01+00:00,2018,2
140,6950,3.5,1080845528,2004-04-01 18:52:08+00:00,2004,4
536,590,3.0,832839783,1996-05-23 08:23:03+00:00,1996,5
19,1690,1.0,965703885,2000-08-08 03:04:45+00:00,2000,8
338,30793,2.5,1530148341,2018-06-28 01:12:21+00:00,2018,6
600,1517,3.0,1237711274,2009-03-22 08:41:14+00:00,2009,3
448,8447,1.0,1087150729,2004-06-13 18:18:49+00:00,2004,6
246,89753,5.0,1354127346,2012-11-28 18:29:06+00:00,2012,11
175,8643,4.5,1234189498,2009-02-09 14:24:58+00:00,2009,2
419,64197,5.0,1321853498,2011-11-21 05:31:38+00:00,2011,11
45,65,3.0,1020803228,2002-05-07 20:27:08+00:00,2002,5
307,2596,3.5,1186173176,2007-08-03 20:32:56+00:00,2007,8
212,114180,2.0,1490114948,2017-03-21 16:49:08+00:00,2017,3
200,30812,4.0,1229877759,2008-12-21 16:42:39+00:00,2008,12
603,1278,5.0,953925452,2000-03-24 19:17:32+00:00,2000,3
420,3917,4.0,1218207004,2008-08-08 14:50:04+00:00,2008,8
387,4518,2.5,1187664879,2007-08-21 02:54:39+00:00,2007,8
438,648,4.0,1105664328,2005-01-14 00:58:48+00:00,2005,1
197,318,4.0,947462973,2000-01-10 00:09:33+00:00,2000,1
268,1303,5.0,940173830,1999-10-17 15:23:50+00:00,1999,10
68,66203,2.0,1305150676,2011-05-11 21:51:16+00:00,2011,5
51,4886,4.0,1230929389,2009-01-02 20:49:49+00:00,2009,1
606,1960,4.0,1171376909,2007-02-13 14:28:29+00:00,2007,2
42,3301,4.0,996213124,2001-07-27 05:52:04+00:00,2001,7
596,2081,4.0,1535827163,2018-09-01 18:39:23+00:00,2018,9
86,72356,4.5,1344192870,2012-08-05 18:54:30+00:00,2012,8
339,6550,4.5,1460186015,2016-04-09 07:13:35+00:00,2016,4
428,4993,3.5,1111487952,2005-03-22 10:39:12+00:00,2005,3
599,6162,3.5,1498797768,2017-06-30 04:42:48+00:00,2017,6
599,1488,2.5,1498518034,2017-06-26 23:00:34+00:00,2017,6
153,1196,0.5,1525548175,2018-05-05 19:22:55+00:00,2018,5
356,3994,4.0,1229143431,2008-12-13 04:43:51+00:00,2008,12
520,2657,2.5,1326610935,2012-01-15 07:02:15+00:00,2012,1
380,172887,3.0,1508436758,2017-10-19 18:12:38+00:00,2017,10
328,2081,3.0,1494210607,2017-05-08 02:30:07+00:00,2017,5
116,1569,3.5,1337195952,2012-05-16 19:19:12+00:00,2012,5
49,110,4.0,1493093005,2017-04-25 04:03:25+00:00,2017,4
414,2802,3.0,961514359,2000-06-20 15:19:19+00:00,2000,6
381,2273,4.0,1167542537,2006-12-31 05:22:17+00:00,2006,12
357,592,3.0,1348612045,2012-09-25 22:27:25+00:00,2012,9
438,2540,2.5,1105664564,2005-01-14 01:02:44+00:00,2005,1
6,500,5.0,845553354,1996-10-17 11:55:54+00:00,1996,10
232,8918,3.0,1206993616,2008-03-31 20:00:16+00:00,2008,3
477,52722,3.5,1203917774,2008-02-25 05:36:14+00:00,2008,2
372,1515,2.0,874414588,1997-09-16 12:56:28+00:00,1997,9
186,2324,4.0,1031073692,2002-09-03 17:21:32+00:00,2002,9
88,4963,4.5,1331421775,2012-03-10 23:22:55+00:00,2012,3
121,11,4.0,847656100,1996-11-10 20:01:40+00:00,1996,11
367,2915,4.0,997812140,2001-08-14 18:02:20+00:00,2001,8
115,3578,5.0,977610136,2000-12-23 22:22:16+00:00,2000,12
390,1097,1.5,1250341925,2009-08-15 13:12:05+00:00,2009,8
182,3254,3.0,1055156157,2003-06-09 10:55:57+00:00,2003,6
597,2290,5.0,941640048,1999-11-03 14:40:48+00:00,1999,11
212,179401,4.0,1527794999,2018-05-31 19:29:59+00:00,2018,5
122,69122,4.5,1461561481,2016-04-25 05:18:01+00:00,2016,4
27,986,4.0,962685883,2000-07-04 04:44:43+00:00,2000,7
95,4878,4.0,1105401219,2005-01-10 23:53:39+00:00,2005,1
132,58559,3.5,1329983669,2012-02-23 07:54:29+00:00,2012,2
514,4833,3.5,1536027723,2018-09-04 02:22:03+00:00,2018,9
605,1025,3.0,1277175837,2010-06-22 03:03:57+00:00,2010,6
140,2529,3.0,942841394,1999-11-17 12:23:14+00:00,1999,11
414,31685,3.5,1128977090,2005-10-10 20:44:50+00:00,2005,10
387,41617,3.0,1167976696,2007-01-05 05:58:16+00:00,2007,1
79,307,4.0,975281591,2000-11-26 23:33:11+00:00,2000,11
525,3996,4.5,1476476512,2016-10-14 20:21:52+00:00,2016,10
177,45720,3.5,1435533316,2015-06-28 23:15:16+00:00,2015,6
45,2011,3.0,950740896,2000-02-16 22:41:36+00:00,2000,2
326,8958,4.5,1332786951,2012-03-26 18:35:51+00:00,2012,3
608,3745,4.0,1117505171,2005-05-31 02:06:11+00:00,2005,5
6,4,3.0,845554349,1996-10-17 12:12:29+00:00,1996,10
17,589,4.5,1305696475,2011-05-18 05:27:55+00:00,2011,5
380,89745,5.0,1493419868,2017-04-28 22:51:08+00:00,2017,4
220,5989,4.0,1230060280,2008-12-23 19:24:40+00:00,2008,12
448,6658,3.5,1064154385,2003-09-21 14:26:25+00:00,2003,9
318,71838,4.0,1347180246,2012-09-09 08:44:06+00:00,2012,9
123,59315,4.0,1447292423,2015-11-12 01:40:23+00:00,2015,11
414,34534,3.5,1135981007,2005-12-30 22:16:47+00:00,2005,12
219,1876,2.0,1194681139,2007-11-10 07:52:19+00:00,2007,11
599,2890,3.5,1498797587,2017-06-30 04:39:47+00:00,2017,6
285,441,5.0,1449626030,2015-12-09 01:53:50+00:00,2015,12
29,1945,4.5,1307905911,2011-06-12 19:11:51+00:00,2011,6
258,115617,5.0,1534892556,2018-08-21 23:02:36+00:00,2018,8
117,587,4.0,844162913,1996-10-01 09:41:53+00:00,1996,10
387,6620,2.5,1208707032,2008-04-20 15:57:12+00:00,2008,4
599,519,2.0,1498509664,2017-06-26 20:41:04+00:00,2017,6
307,6298,2.0,1186259474,2007-08-04 20:31:14+00:00,2007,8
149,1037,3.0,902085141,1998-08-02 19:12:21+00:00,1998,8
465,1653,4.0,959896051,2000-06-01 21:47:31+00:00,2000,6
177,971,5.0,1435536582,2015-06-29 00:09:42+00:00,2015,6
599,4874,2.5,1498516288,2017-06-26 22:31:28+00:00,2017,6
462,5747,4.5,1121921838,2005-07-21 04:57:18+00:00,2005,7
368,1201,4.0,975828964,2000-12-03 07:36:04+00:00,2000,12
567,5349,2.5,1525285039,2018-05-02 18:17:19+00:00,2018,5
252,2321,5.0,1498284658,2017-06-24 06:10:58+00:00,2017,6
219,2296,1.0,1194740481,2007-11-11 00:21:21+00:00,2007,11
249,80219,3.5,1347318789,2012-09-10 23:13:09+00:00,2012,9
318,4027,4.5,1413054527,2014-10-11 19:08:47+00:00,2014,10
64,6365,3.0,1161520443,2006-10-22 12:34:03+00:00,2006,10
6,163,3.0,845553907,1996-10-17 12:05:07+00:00,1996,10
534,6659,4.0,1459789017,2016-04-04 16:56:57+00:00,2016,4
580,6953,3.0,1167861479,2007-01-03 21:57:59+00:00,2007,1
606,2422,1.5,1172012186,2007-02-20 22:56:26+00:00,2007,2
237,63082,3.5,1411233897,2014-09-20 17:24:57+00:00,2014,9
448,6807,3.0,1066069801,2003-10-13 18:30:01+00:00,2003,10
474,7162,4.0,1088599323,2004-06-30 12:42:03+00:00,2004,6
475,2353,4.5,1498031891,2017-06-21 07:58:11+00:00,2017,6
325,4498,2.0,1039397072,2002-12-09 01:24:32+00:00,2002,12
240,466,4.0,849122614,1996-11-27 19:23:34+00:00,1996,11
432,6539,0.5,1316391748,2011-09-19 00:22:28+00:00,2011,9
525,3549,3.5,1476478395,2016-10-14 20:53:15+00:00,2016,10
4,1517,4.0,945079790,1999-12-13 10:09:50+00:00,1999,12
219,153,2.5,1194931838,2007-11-13 05:30:38+00:00,2007,11
318,5238,3.5,1417278799,2014-11-29 16:33:19+00:00,2014,11
463,3977,2.0,1145459381,2006-04-19 15:09:41+00:00,2006,4
586,1265,4.5,1529899624,2018-06-25 04:07:04+00:00,2018,6
599,589,4.5,1498459510,2017-06-26 06:45:10+00:00,2017,6
561,293,4.0,1491094655,2017-04-02 00:57:35+00:00,2017,4
480,8972,3.0,1179165360,2007-05-14 17:56:00+00:00,2007,5
448,4816,3.0,1060601459,2003-08-11 11:30:59+00:00,2003,8
202,1376,4.0,974918797,2000-11-22 18:46:37+00:00,2000,11
365,89745,2.5,1488332569,2017-03-01 01:42:49+00:00,2017,3
514,159093,4.0,1533954152,2018-08-11 02:22:32+00:00,2018,8
606,8724,4.0,1171500652,2007-02-15 00:50:52+00:00,2007,2
380,59315,5.0,1493420404,2017-04-28 23:00:04+00:00,2017,4
220,60072,2.0,1230055193,2008-12-23 17:59:53+00:00,2008,12
64,2193,3.5,1161559604,2006-10-22 23:26:44+00:00,2006,10
437,329,3.0,859721360,1997-03-30 11:29:20+00:00,1997,3
462,953,4.0,1121921378,2005-07-21 04:49:38+00:00,2005,7
573,5903,5.0,1186589773,2007-08-08 16:16:13+00:00,2007,8
292,349,4.0,990062537,2001-05-17 01:22:17+00:00,2001,5
288,879,2.0,976138891,2000-12-06 21:41:31+00:00,2000,12
385,16,3.0,834691914,1996-06-13 18:51:54+00:00,1996,6
596,102125,4.0,1535709834,2018-08-31 10:03:54+00:00,2018,8
187,7153,4.5,1161849888,2006-10-26 08:04:48+00:00,2006,10
140,376,3.0,967049118,2000-08-23 16:45:18+00:00,2000,8
263,6377,4.5,1090948139,2004-07-27 17:08:59+00:00,2004,7
482,2124,4.0,1105396607,2005-01-10 22:36:47+00:00,2005,1
15,589,5.0,1510572012,2017-11-13 11:20:12+00:00,2017,11
304,1552,4.0,883381154,1997-12-29 07:39:14+00:00,1997,12
140,457,4.0,942841471,1999-11-17 12:24:31+00:00,1999,11
219,48385,3.0,1194740173,2007-11-11 00:16:13+00:00,2007,11
197,1909,4.0,947461891,2000-01-09 23:51:31+00:00,2000,1
326,33166,4.0,1442344486,2015-09-15 19:14:46+00:00,2015,9
243,153,4.0,837155068,1996-07-12 07:04:28+00:00,1996,7
28,1587,2.5,1234516422,2009-02-13 09:13:42+00:00,2009,2
294,518,2.0,966596695,2000-08-18 11:04:55+00:00,2000,8
573,60684,5.0,1248841902,2009-07-29 04:31:42+00:00,2009,7
489,802,1.0,1332774482,2012-03-26 15:08:02+00:00,2012,3
121,318,5.0,847655960,1996-11-10 19:59:20+00:00,1996,11
599,5999,2.0,1519346551,2018-02-23 00:42:31+00:00,2018,2
328,5218,2.0,1494211287,2017-05-08 02:41:27+00:00,2017,5
98,5299,3.5,1532457712,2018-07-24 18:41:52+00:00,2018,7
600,1263,5.0,1237743630,2009-03-22 17:40:30+00:00,2009,3
195,1784,4.0,974708999,2000-11-20 08:29:59+00:00,2000,11
606,55442,4.5,1207232475,2008-04-03 14:21:15+00:00,2008,4
117,1035,4.0,844163615,1996-10-01 09:53:35+00:00,1996,10
514,3671,4.0,1533949090,2018-08-11 00:58:10+00:00,2018,8
486,163,4.0,839537334,1996-08-08 20:48:54+00:00,1996,8
74,8207,4.0,1207500932,2008-04-06 16:55:32+00:00,2008,4
18,5608,4.0,1455821517,2016-02-18 18:51:57+00:00,2016,2
68,44191,3.0,1158531296,2006-09-17 22:14:56+00:00,2006,9
195,1923,3.0,974709882,2000-11-20 08:44:42+00:00,2000,11
509,2174,3.5,1436101403,2015-07-05 13:03:23+00:00,2015,7
600,1678,3.5,1237716000,2009-03-22 10:00:00+00:00,2009,3
592,380,5.0,837349831,1996-07-14 13:10:31+00:00,1996,7
103,2918,5.0,1431957241,2015-05-18 13:54:01+00:00,2015,5
368,482,4.0,971273268,2000-10-11 14:07:48+00:00,2000,10
489,1587,4.5,1332704712,2012-03-25 19:45:12+00:00,2012,3
480,3949,3.5,1179163200,2007-05-14 17:20:00+00:00,2007,5
475,5349,5.0,1498030075,2017-06-21 07:27:55+00:00,2017,6
219,46335,2.0,1198783156,2007-12-27 19:19:16+00:00,2007,12
376,6365,3.5,1364994684,2013-04-03 13:11:24+00:00,2013,4
199,736,3.0,940543804,1999-10-21 22:10:04+00:00,1999,10
163,1588,4.0,894217570,1998-05-03 17:46:10+00:00,1998,5
509,7458,2.5,1435993641,2015-07-04 07:07:21+00:00,2015,7
305,74624,4.0,1460137516,2016-04-08 17:45:16+00:00,2016,4
232,60040,3.5,1213649726,2008-06-16 20:55:26+00:00,2008,6
331,6016,5.0,1537157775,2018-09-17 04:16:15+00:00,2018,9
28,6378,2.0,1242290221,2009-05-14 08:37:01+00:00,2009,5
561,7445,3.0,1491095586,2017-04-02 01:13:06+00:00,2017,4
529,141,3.0,855583216,1997-02-10 14:00:16+00:00,1997,2
587,830,2.0,953140292,2000-03-15 17:11:32+00:00,2000,3
572,1198,4.0,945888912,1999-12-22 18:55:12+00:00,1999,12
596,1876,2.5,1535833479,2018-09-01 20:24:39+00:00,2018,9
68,164179,3.5,1526947647,2018-05-22 00:07:27+00:00,2018,5
426,7361,3.5,1451080832,2015-12-25 22:00:32+00:00,2015,12
445,7143,3.5,1454622158,2016-02-04 21:42:38+00:00,2016,2
380,88744,5.0,1493420738,2017-04-28 23:05:38+00:00,2017,4
292,1968,3.0,973816970,2000-11-10 00:42:50+00:00,2000,11
610,132046,3.0,1493846961,2017-05-03 21:29:21+00:00,2017,5
599,2718,1.5,1498504000,2017-06-26 19:06:40+00:00,2017,6
596,5459,2.5,1535708434,2018-08-31 09:40:34+00:00,2018,8
318,86293,3.5,1428910241,2015-04-13 07:30:41+00:00,2015,4
468,590,5.0,831400405,1996-05-06 16:33:25+00:00,1996,5
234,588,5.0,1004409370,2001-10-30 02:36:10+00:00,2001,10
352,1597,3.0,1493673680,2017-05-01 21:21:20+00:00,2017,5
491,586,5.0,1526673066,2018-05-18 19:51:06+00:00,2018,5
588,36,2.0,839316709,1996-08-06 07:31:49+00:00,1996,8
307,6881,2.0,1186173557,2007-08-03 20:39:17+00:00,2007,8
139,122886,4.0,1453924027,2016-01-27 19:47:07+00:00,2016,1
474,252,2.0,1046887638,2003-03-05 18:07:18+00:00,2003,3
490,215,4.0,1324374039,2011-12-20 09:40:39+00:00,2011,12
212,3253,4.0,1523217114,2018-04-08 19:51:54+00:00,2018,4
534,83134,4.5,1459787995,2016-04-04 16:39:55+00:00,2016,4
600,2087,3.0,1237857885,2009-03-24 01:24:45+00:00,2009,3
332,2329,3.5,1352672538,2012-11-11 22:22:18+00:00,2012,11
164,780,5.0,999708378,2001-09-05 16:46:18+00:00,2001,9
312,750,5.0,1043176553,2003-01-21 19:15:53+00:00,2003,1
33,1280,5.0,939716738,1999-10-12 08:25:38+00:00,1999,10
380,95858,4.0,1536873192,2018-09-13 21:13:12+00:00,2018,9
68,3863,3.0,1158533501,2006-09-17 22:51:41+00:00,2006,9
426,471,5.0,1451081135,2015-12-25 22:05:35+00:00,2015,12
448,140525,1.5,1482590020,2016-12-24 14:33:40+00:00,2016,12
376,858,4.0,1364994077,2013-04-03 13:01:17+00:00,2013,4
307,61024,4.0,1233346487,2009-01-30 20:14:47+00:00,2009,1
1,441,4.0,964980868,2000-07-30 18:14:28+00:00,2000,7
282,49530,4.5,1378494997,2013-09-06 19:16:37+00:00,2013,9
380,69844,4.0,1494803761,2017-05-14 23:16:01+00:00,2017,5
232,58025,3.0,1206991186,2008-03-31 19:19:46+00:00,2008,3
334,1610,4.0,1234630256,2009-02-14 16:50:56+00:00,2009,2
212,3868,4.5,1527795827,2018-05-31 19:43:47+00:00,2018,5
16,6350,3.5,1377477637,2013-08-26 00:40:37+00:00,2013,8
433,318,4.5,1506823818,2017-10-01 02:10:18+00:00,2017,10
128,1196,4.0,899033229,1998-06-28 11:27:09+00:00,1998,6
453,3717,2.0,972622005,2000-10-27 04:46:45+00:00,2000,10
524,520,3.0,851609066,1996-12-26 14:04:26+00:00,1996,12
522,76093,3.5,1301727656,2011-04-02 07:00:56+00:00,2011,4
603,3431,1.0,963177105,2000-07-09 21:11:45+00:00,2000,7
553,1923,3.5,1230773469,2009-01-01 01:31:09+00:00,2009,1
282,4017,4.5,1514069687,2017-12-23 22:54:47+00:00,2017,12
304,1073,4.0,881428302,1997-12-06 17:11:42+00:00,1997,12
306,105731,2.0,1518327196,2018-02-11 05:33:16+00:00,2018,2
33,2268,4.0,939715369,1999-10-12 08:02:49+00:00,1999,10
506,58998,5.0,1424486961,2015-02-21 02:49:21+00:00,2015,2
39,3178,3.0,974789375,2000-11-21 06:49:35+00:00,2000,11
561,1263,4.0,1491094994,2017-04-02 01:03:14+00:00,2017,4
586,81847,4.5,1529903135,2018-06-25 05:05:35+00:00,2018,6
362,2288,5.0,1530642805,2018-07-03 18:33:25+00:00,2018,7
170,586,3.0,840381068,1996-08-18 15:11:08+00:00,1996,8
202,741,4.0,974925068,2000-11-22 20:31:08+00:00,2000,11
305,8810,4.5,1519494384,2018-02-24 17:46:24+00:00,2018,2
28,3250,4.0,1242033046,2009-05-11 09:10:46+00:00,2009,5
600,55052,1.5,1237711199,2009-03-22 08:39:59+00:00,2009,3
217,2863,2.0,955943345,2000-04-17 03:49:05+00:00,2000,4
561,1704,4.0,1491092036,2017-04-02 00:13:56+00:00,2017,4
227,54259,2.5,1447210634,2015-11-11 02:57:14+00:00,2015,11
497,112183,5.0,1429177789,2015-04-16 09:49:49+00:00,2015,4
474,5013,3.5,1129579311,2005-10-17 20:01:51+00:00,2005,10
441,1089,4.5,1449070451,2015-12-02 15:34:11+00:00,2015,12
203,3671,2.5,1390094505,2014-01-19 01:21:45+00:00,2014,1
610,4027,4.5,1479544343,2016-11-19 08:32:23+00:00,2016,11
288,1393,3.0,976121080,2000-12-06 16:44:40+00:00,2000,12
125,122918,3.5,1494785239,2017-05-14 18:07:19+00:00,2017,5
572,1894,3.0,945888431,1999-12-22 18:47:11+00:00,1999,12
57,110,4.0,965799491,2000-08-09 05:38:11+00:00,2000,8
244,3361,5.0,975075169,2000-11-24 14:12:49+00:00,2000,11
314,593,3.0,834242030,1996-06-08 13:53:50+00:00,1996,6
332,2657,4.0,1352672819,2012-11-11 22:26:59+00:00,2012,11
607,36,4.0,964744413,2000-07-28 00:33:33+00:00,2000,7
328,46578,2.0,1494212125,2017-05-08 02:55:25+00:00,2017,5
339,86882,4.0,1460183803,2016-04-09 06:36:43+00:00,2016,4
249,2028,4.5,1346758267,2012-09-04 11:31:07+00:00,2012,9
460,8970,4.0,1359178229,2013-01-26 05:30:29+00:00,2013,1
169,6936,5.0,1070250064,2003-12-01 03:41:04+00:00,2003,12
552,3868,3.5,1112151107,2005-03-30 02:51:47+00:00,2005,3
39,1127,4.0,974789432,2000-11-21 06:50:32+00:00,2000,11
414,2643,2.0,991145468,2001-05-29 14:11:08+00:00,2001,5
